sl_no,image_id,fruit_name,label
14571,Screen Shot 2018-06-12 at 9.03.06 PM,Banana,Rotten
14572,rotated_by_45_Screen Shot 2018-06-12 at 8.54.37 PM,Banana,Rotten
14573,rotated_by_30_Screen Shot 2018-06-12 at 8.52.01 PM,Banana,Rotten
14574,rotated_by_45_Screen Shot 2018-06-12 at 9.22.50 PM,Banana,Rotten
14575,rottenBanana (230),Banana,Rotten
14576,rottenBanana (239),Banana,Rotten
14577,rottenBanana (526),Banana,Rotten
14578,rotated_by_15_Screen Shot 2018-06-12 at 8.50.26 PM,Banana,Rotten
14579,rottenBanana (128),Banana,Rotten
14580,translation_Screen Shot 2018-06-12 at 8.58.01 PM,Banana,Rotten
14581,rotated_by_45_Screen Shot 2018-06-12 at 9.25.12 PM,Banana,Rotten
14582,rottenBanana (436),Banana,Rotten
14583,rotated_by_15_Screen Shot 2018-06-12 at 9.13.28 PM,Banana,Rotten
14584,rotated_by_45_Screen Shot 2018-06-12 at 8.54.23 PM,Banana,Rotten
14585,translation_Screen Shot 2018-06-12 at 9.06.05 PM,Banana,Rotten
14586,vertical_flip_Screen Shot 2018-06-12 at 8.49.41 PM,Banana,Rotten
14587,saltandpepper_Screen Shot 2018-06-12 at 8.54.43 PM,Banana,Rotten
14588,rotated_by_60_Screen Shot 2018-06-12 at 9.22.50 PM,Banana,Rotten
14589,rottenBanana (438),Banana,Rotten
14590,rotated_by_60_Screen Shot 2018-06-12 at 9.19.28 PM,Banana,Rotten
14591,rotated_by_75_Screen Shot 2018-06-12 at 8.48.40 PM,Banana,Rotten
14592,rotated_by_15_Screen Shot 2018-06-12 at 9.07.08 PM,Banana,Rotten
14593,rotated_by_15_Screen Shot 2018-06-12 at 9.27.15 PM,Banana,Rotten
14594,rotated_by_60_Screen Shot 2018-06-12 at 9.02.24 PM,Banana,Rotten
14595,rottenBanana (190),Banana,Rotten
14596,rotated_by_30_Screen Shot 2018-06-12 at 8.51.46 PM,Banana,Rotten
14597,rotated_by_30_Screen Shot 2018-06-12 at 9.13.39 PM,Banana,Rotten
14598,rotated_by_15_Screen Shot 2018-06-12 at 8.56.11 PM,Banana,Rotten
14599,rotated_by_60_Screen Shot 2018-06-12 at 8.58.13 PM,Banana,Rotten
14600,Screen Shot 2018-06-12 at 8.49.20 PM,Banana,Rotten
14601,rotated_by_15_Screen Shot 2018-06-12 at 9.07.39 PM,Banana,Rotten
14602,Screen Shot 2018-06-12 at 9.03.17 PM,Banana,Rotten
14603,Screen Shot 2018-06-12 at 9.25.54 PM,Banana,Rotten
14604,rotated_by_30_Screen Shot 2018-06-12 at 9.17.57 PM,Banana,Rotten
14605,rottenBanana (29),Banana,Rotten
14606,rotated_by_15_Screen Shot 2018-06-12 at 9.17.57 PM,Banana,Rotten
14607,rotated_by_15_Screen Shot 2018-06-12 at 9.02.24 PM,Banana,Rotten
14608,rottenBanana (497),Banana,Rotten
14609,rotated_by_30_Screen Shot 2018-06-12 at 9.01.51 PM,Banana,Rotten
14610,vertical_flip_Screen Shot 2018-06-12 at 8.52.16 PM,Banana,Rotten
14611,rotated_by_30_Screen Shot 2018-06-12 at 9.03.40 PM,Banana,Rotten
14612,rotated_by_60_Screen Shot 2018-06-12 at 9.26.27 PM,Banana,Rotten
14613,Screen Shot 2018-06-12 at 9.02.03 PM,Banana,Rotten
14614,rottenBanana (118),Banana,Rotten
14615,rotated_by_45_Screen Shot 2018-06-12 at 9.25.09 PM,Banana,Rotten
14616,translation_Screen Shot 2018-06-12 at 8.49.59 PM,Banana,Rotten
14617,rottenBanana (556),Banana,Rotten
14618,saltandpepper_Screen Shot 2018-06-12 at 8.57.46 PM,Banana,Rotten
14619,rottenBanana (35),Banana,Rotten
14620,translation_Screen Shot 2018-06-12 at 9.00.31 PM,Banana,Rotten
14621,rotated_by_15_Screen Shot 2018-06-12 at 9.05.12 PM,Banana,Rotten
14622,Screen Shot 2018-06-12 at 9.05.12 PM,Banana,Rotten
14623,translation_Screen Shot 2018-06-12 at 9.26.13 PM,Banana,Rotten
14624,saltandpepper_Screen Shot 2018-06-12 at 8.55.21 PM,Banana,Rotten
14625,Screen Shot 2018-06-12 at 8.52.48 PM,Banana,Rotten
14626,rottenBanana (229),Banana,Rotten
14627,vertical_flip_Screen Shot 2018-06-12 at 9.25.12 PM,Banana,Rotten
14628,rotated_by_30_Screen Shot 2018-06-12 at 9.07.19 PM,Banana,Rotten
14629,rottenBanana (481),Banana,Rotten
14630,rotated_by_60_Screen Shot 2018-06-12 at 9.04.19 PM,Banana,Rotten
14631,rottenBanana (218),Banana,Rotten
14632,rotated_by_60_Screen Shot 2018-06-12 at 9.12.11 PM,Banana,Rotten
14633,rottenBanana (385),Banana,Rotten
14634,rotated_by_75_Screen Shot 2018-06-12 at 8.52.48 PM,Banana,Rotten
14635,rotated_by_60_Screen Shot 2018-06-12 at 9.22.32 PM,Banana,Rotten
14636,rotated_by_60_Screen Shot 2018-06-12 at 8.54.00 PM,Banana,Rotten
14637,Screen Shot 2018-06-12 at 9.14.28 PM,Banana,Rotten
14638,rotated_by_45_Screen Shot 2018-06-12 at 9.06.27 PM,Banana,Rotten
14639,saltandpepper_Screen Shot 2018-06-12 at 9.05.08 PM,Banana,Rotten
14640,Screen Shot 2018-06-12 at 8.48.07 PM,Banana,Rotten
14641,saltandpepper_Screen Shot 2018-06-12 at 9.25.34 PM,Banana,Rotten
14642,rottenBanana (174),Banana,Rotten
14643,rotated_by_60_Screen Shot 2018-06-12 at 8.53.09 PM,Banana,Rotten
14644,saltandpepper_Screen Shot 2018-06-12 at 8.58.01 PM,Banana,Rotten
14645,rottenBanana (322),Banana,Rotten
14646,saltandpepper_Screen Shot 2018-06-12 at 8.48.24 PM,Banana,Rotten
14647,rotated_by_30_Screen Shot 2018-06-12 at 9.19.03 PM,Banana,Rotten
14648,saltandpepper_Screen Shot 2018-06-12 at 9.01.46 PM,Banana,Rotten
14649,rottenBanana (548),Banana,Rotten
14650,vertical_flip_Screen Shot 2018-06-12 at 9.04.08 PM,Banana,Rotten
14651,Screen Shot 2018-06-12 at 8.51.30 PM,Banana,Rotten
14652,vertical_flip_Screen Shot 2018-06-12 at 9.17.38 PM,Banana,Rotten
14653,rotated_by_45_Screen Shot 2018-06-12 at 9.06.21 PM,Banana,Rotten
14654,rottenBanana (130),Banana,Rotten
14655,rotated_by_60_Screen Shot 2018-06-12 at 9.05.08 PM,Banana,Rotten
14656,vertical_flip_Screen Shot 2018-06-12 at 9.10.10 PM,Banana,Rotten
14657,translation_Screen Shot 2018-06-12 at 9.03.55 PM,Banana,Rotten
14658,rottenBanana (549),Banana,Rotten
14659,Screen Shot 2018-06-12 at 8.54.43 PM,Banana,Rotten
14660,rotated_by_75_Screen Shot 2018-06-12 at 9.07.04 PM,Banana,Rotten
14661,rotated_by_75_Screen Shot 2018-06-12 at 9.13.28 PM,Banana,Rotten
14662,translation_Screen Shot 2018-06-12 at 8.57.22 PM,Banana,Rotten
14663,rottenBanana (374),Banana,Rotten
14664,translation_Screen Shot 2018-06-12 at 9.20.52 PM,Banana,Rotten
14665,rottenBanana (125),Banana,Rotten
14666,rottenBanana (4),Banana,Rotten
14667,saltandpepper_Screen Shot 2018-06-12 at 9.16.34 PM,Banana,Rotten
14668,translation_Screen Shot 2018-06-12 at 8.47.51 PM,Banana,Rotten
14669,rottenBanana (182),Banana,Rotten
14670,rottenBanana (527),Banana,Rotten
14671,rottenBanana (461),Banana,Rotten
14672,saltandpepper_Screen Shot 2018-06-12 at 9.13.10 PM,Banana,Rotten
14673,rotated_by_75_Screen Shot 2018-06-12 at 9.19.49 PM,Banana,Rotten
14674,rottenBanana (33),Banana,Rotten
14675,rotated_by_30_Screen Shot 2018-06-12 at 9.10.55 PM,Banana,Rotten
14676,vertical_flip_Screen Shot 2018-06-12 at 9.27.31 PM,Banana,Rotten
14677,rotated_by_15_Screen Shot 2018-06-12 at 9.22.57 PM,Banana,Rotten
14678,rotated_by_30_Screen Shot 2018-06-12 at 8.56.06 PM,Banana,Rotten
14679,rotated_by_75_Screen Shot 2018-06-12 at 9.03.06 PM,Banana,Rotten
14680,rotated_by_60_Screen Shot 2018-06-12 at 8.49.52 PM,Banana,Rotten
14681,rotated_by_75_Screen Shot 2018-06-12 at 8.58.43 PM,Banana,Rotten
14682,rotated_by_30_Screen Shot 2018-06-12 at 8.55.35 PM,Banana,Rotten
14683,rotated_by_45_Screen Shot 2018-06-12 at 9.11.00 PM,Banana,Rotten
14684,translation_Screen Shot 2018-06-12 at 8.49.41 PM,Banana,Rotten
14685,rotated_by_15_Screen Shot 2018-06-12 at 9.09.22 PM,Banana,Rotten
14686,rotated_by_60_Screen Shot 2018-06-12 at 9.13.28 PM,Banana,Rotten
14687,rottenBanana (398),Banana,Rotten
14688,vertical_flip_Screen Shot 2018-06-12 at 8.59.32 PM,Banana,Rotten
14689,translation_Screen Shot 2018-06-12 at 8.58.53 PM,Banana,Rotten
14690,rotated_by_15_Screen Shot 2018-06-12 at 9.22.37 PM,Banana,Rotten
14691,Screen Shot 2018-06-12 at 8.58.07 PM,Banana,Rotten
14692,vertical_flip_Screen Shot 2018-06-12 at 9.06.13 PM,Banana,Rotten
14693,translation_Screen Shot 2018-06-12 at 9.18.43 PM,Banana,Rotten
14694,rotated_by_75_Screen Shot 2018-06-12 at 9.16.53 PM,Banana,Rotten
14695,rotated_by_30_Screen Shot 2018-06-12 at 8.53.29 PM,Banana,Rotten
14696,translation_Screen Shot 2018-06-12 at 9.13.48 PM,Banana,Rotten
14697,rottenBanana (69),Banana,Rotten
14698,rotated_by_30_Screen Shot 2018-06-12 at 9.20.52 PM,Banana,Rotten
14699,vertical_flip_Screen Shot 2018-06-12 at 9.14.43 PM,Banana,Rotten
14700,rotated_by_15_Screen Shot 2018-06-12 at 9.01.10 PM,Banana,Rotten
14701,rotated_by_30_Screen Shot 2018-06-12 at 9.25.34 PM,Banana,Rotten
14702,rotated_by_75_Screen Shot 2018-06-12 at 8.50.15 PM,Banana,Rotten
14703,rottenBanana (181),Banana,Rotten
14704,vertical_flip_Screen Shot 2018-06-12 at 9.01.35 PM,Banana,Rotten
14705,rotated_by_75_Screen Shot 2018-06-12 at 8.53.47 PM,Banana,Rotten
14706,rotated_by_30_Screen Shot 2018-06-12 at 9.14.22 PM,Banana,Rotten
14707,saltandpepper_Screen Shot 2018-06-12 at 9.13.48 PM,Banana,Rotten
14708,rotated_by_15_Screen Shot 2018-06-12 at 9.26.21 PM,Banana,Rotten
14709,rottenBanana (258),Banana,Rotten
14710,rotated_by_60_Screen Shot 2018-06-12 at 8.58.07 PM,Banana,Rotten
14711,Screen Shot 2018-06-12 at 9.01.35 PM,Banana,Rotten
14712,rotated_by_60_Screen Shot 2018-06-12 at 8.49.25 PM,Banana,Rotten
14713,rottenBanana (167),Banana,Rotten
14714,rotated_by_30_Screen Shot 2018-06-12 at 9.01.21 PM,Banana,Rotten
14715,rotated_by_30_Screen Shot 2018-06-12 at 8.47.57 PM,Banana,Rotten
14716,rotated_by_60_Screen Shot 2018-06-12 at 9.20.52 PM,Banana,Rotten
14717,saltandpepper_Screen Shot 2018-06-12 at 9.01.10 PM,Banana,Rotten
14718,rotated_by_30_Screen Shot 2018-06-12 at 8.53.15 PM,Banana,Rotten
14719,rottenBanana (204),Banana,Rotten
14720,rottenBanana (462),Banana,Rotten
14721,vertical_flip_Screen Shot 2018-06-12 at 9.10.14 PM,Banana,Rotten
14722,Screen Shot 2018-06-12 at 9.03.01 PM,Banana,Rotten
14723,rotated_by_45_Screen Shot 2018-06-12 at 9.12.49 PM,Banana,Rotten
14724,rottenBanana (75),Banana,Rotten
14725,saltandpepper_Screen Shot 2018-06-12 at 9.26.07 PM,Banana,Rotten
14726,translation_Screen Shot 2018-06-12 at 8.56.54 PM,Banana,Rotten
14727,saltandpepper_Screen Shot 2018-06-12 at 8.53.47 PM,Banana,Rotten
14728,rotated_by_45_Screen Shot 2018-06-12 at 9.11.17 PM,Banana,Rotten
14729,rottenBanana (417),Banana,Rotten
14730,rotated_by_45_Screen Shot 2018-06-12 at 8.51.46 PM,Banana,Rotten
14731,rottenBanana (147),Banana,Rotten
14732,saltandpepper_Screen Shot 2018-06-12 at 8.50.47 PM,Banana,Rotten
14733,translation_Screen Shot 2018-06-12 at 9.10.04 PM,Banana,Rotten
14734,rotated_by_15_Screen Shot 2018-06-12 at 8.56.30 PM,Banana,Rotten
14735,Screen Shot 2018-06-12 at 9.23.24 PM,Banana,Rotten
14736,rottenBanana (99),Banana,Rotten
14737,vertical_flip_Screen Shot 2018-06-12 at 9.26.21 PM,Banana,Rotten
14738,vertical_flip_Screen Shot 2018-06-12 at 8.53.03 PM,Banana,Rotten
14739,rotated_by_30_Screen Shot 2018-06-12 at 8.48.32 PM,Banana,Rotten
14740,saltandpepper_Screen Shot 2018-06-12 at 9.09.22 PM,Banana,Rotten
14741,rotated_by_30_Screen Shot 2018-06-12 at 9.20.14 PM,Banana,Rotten
14742,translation_Screen Shot 2018-06-12 at 9.22.37 PM,Banana,Rotten
14743,rotated_by_15_Screen Shot 2018-06-12 at 8.54.58 PM,Banana,Rotten
14744,rotated_by_75_Screen Shot 2018-06-12 at 9.02.32 PM,Banana,Rotten
14745,rotated_by_45_Screen Shot 2018-06-12 at 9.21.05 PM,Banana,Rotten
14746,translation_Screen Shot 2018-06-12 at 9.11.47 PM,Banana,Rotten
14747,rotated_by_30_Screen Shot 2018-06-12 at 9.26.27 PM,Banana,Rotten
14748,translation_Screen Shot 2018-06-12 at 8.54.14 PM,Banana,Rotten
14749,rotated_by_30_Screen Shot 2018-06-12 at 9.06.56 PM,Banana,Rotten
14750,rotated_by_75_Screen Shot 2018-06-12 at 8.47.51 PM,Banana,Rotten
14751,Screen Shot 2018-06-12 at 9.13.28 PM,Banana,Rotten
14752,rotated_by_60_Screen Shot 2018-06-12 at 9.26.01 PM,Banana,Rotten
14753,translation_Screen Shot 2018-06-12 at 8.47.41 PM,Banana,Rotten
14754,rotated_by_30_Screen Shot 2018-06-12 at 9.01.27 PM,Banana,Rotten
14755,rotated_by_75_Screen Shot 2018-06-12 at 9.14.28 PM,Banana,Rotten
14756,rotated_by_15_Screen Shot 2018-06-12 at 9.04.47 PM,Banana,Rotten
14757,vertical_flip_Screen Shot 2018-06-12 at 9.23.24 PM,Banana,Rotten
14758,rottenBanana (294),Banana,Rotten
14759,rottenBanana (170),Banana,Rotten
14760,rottenBanana (45),Banana,Rotten
14761,rotated_by_30_Screen Shot 2018-06-12 at 8.55.08 PM,Banana,Rotten
14762,translation_Screen Shot 2018-06-12 at 9.14.48 PM,Banana,Rotten
14763,vertical_flip_Screen Shot 2018-06-12 at 9.26.01 PM,Banana,Rotten
14764,rotated_by_60_Screen Shot 2018-06-12 at 9.10.27 PM,Banana,Rotten
14765,rottenBanana (79),Banana,Rotten
14766,Screen Shot 2018-06-12 at 8.53.54 PM,Banana,Rotten
14767,rottenBanana (236),Banana,Rotten
14768,rotated_by_15_Screen Shot 2018-06-12 at 9.14.22 PM,Banana,Rotten
14769,Screen Shot 2018-06-12 at 9.10.27 PM,Banana,Rotten
14770,Screen Shot 2018-06-12 at 9.22.57 PM,Banana,Rotten
14771,rotated_by_45_Screen Shot 2018-06-12 at 8.58.18 PM,Banana,Rotten
14772,Screen Shot 2018-06-12 at 8.50.20 PM,Banana,Rotten
14773,rotated_by_75_Screen Shot 2018-06-12 at 8.52.16 PM,Banana,Rotten
14774,rotated_by_45_Screen Shot 2018-06-12 at 8.58.49 PM,Banana,Rotten
14775,rottenBanana (464),Banana,Rotten
14776,rotated_by_30_Screen Shot 2018-06-12 at 8.53.03 PM,Banana,Rotten
14777,vertical_flip_Screen Shot 2018-06-12 at 9.10.45 PM,Banana,Rotten
14778,rottenBanana (93),Banana,Rotten
14779,translation_Screen Shot 2018-06-12 at 9.09.09 PM,Banana,Rotten
14780,saltandpepper_Screen Shot 2018-06-12 at 9.04.08 PM,Banana,Rotten
14781,rotated_by_30_Screen Shot 2018-06-12 at 9.10.10 PM,Banana,Rotten
14782,Screen Shot 2018-06-12 at 9.10.10 PM,Banana,Rotten
14783,rottenBanana (171),Banana,Rotten
14784,vertical_flip_Screen Shot 2018-06-12 at 8.54.00 PM,Banana,Rotten
14785,rotated_by_75_Screen Shot 2018-06-12 at 9.17.05 PM,Banana,Rotten
14786,rotated_by_75_Screen Shot 2018-06-12 at 9.19.08 PM,Banana,Rotten
14787,saltandpepper_Screen Shot 2018-06-12 at 8.59.15 PM,Banana,Rotten
14788,rottenBanana (456),Banana,Rotten
14789,rottenBanana (313),Banana,Rotten
14790,rottenBanana (372),Banana,Rotten
14791,rottenBanana (539),Banana,Rotten
14792,rotated_by_45_Screen Shot 2018-06-12 at 8.55.47 PM,Banana,Rotten
14793,translation_Screen Shot 2018-06-12 at 9.04.15 PM,Banana,Rotten
14794,vertical_flip_Screen Shot 2018-06-12 at 8.55.47 PM,Banana,Rotten
14795,rotated_by_15_Screen Shot 2018-06-12 at 8.54.37 PM,Banana,Rotten
14796,rotated_by_60_Screen Shot 2018-06-12 at 8.49.59 PM,Banana,Rotten
14797,saltandpepper_Screen Shot 2018-06-12 at 8.59.02 PM,Banana,Rotten
14798,rottenBanana (483),Banana,Rotten
14799,rottenBanana (419),Banana,Rotten
14800,vertical_flip_Screen Shot 2018-06-12 at 8.53.15 PM,Banana,Rotten
14801,translation_Screen Shot 2018-06-12 at 8.55.47 PM,Banana,Rotten
14802,vertical_flip_Screen Shot 2018-06-12 at 9.21.10 PM,Banana,Rotten
14803,rotated_by_15_Screen Shot 2018-06-12 at 9.20.20 PM,Banana,Rotten
14804,Screen Shot 2018-06-12 at 8.56.06 PM,Banana,Rotten
14805,rottenBanana (570),Banana,Rotten
14806,rotated_by_75_Screen Shot 2018-06-12 at 9.19.17 PM,Banana,Rotten
14807,rottenBanana (164),Banana,Rotten
14808,rotated_by_45_Screen Shot 2018-06-12 at 8.52.11 PM,Banana,Rotten
14809,rottenBanana (30),Banana,Rotten
14810,vertical_flip_Screen Shot 2018-06-12 at 9.10.41 PM,Banana,Rotten
14811,rotated_by_15_Screen Shot 2018-06-12 at 8.55.21 PM,Banana,Rotten
14812,rotated_by_30_Screen Shot 2018-06-12 at 9.07.35 PM,Banana,Rotten
14813,rotated_by_15_Screen Shot 2018-06-12 at 8.53.47 PM,Banana,Rotten
14814,vertical_flip_Screen Shot 2018-06-12 at 8.50.47 PM,Banana,Rotten
14815,rotated_by_30_Screen Shot 2018-06-12 at 9.17.33 PM,Banana,Rotten
14816,rotated_by_45_Screen Shot 2018-06-12 at 9.00.44 PM,Banana,Rotten
14817,rottenBanana (484),Banana,Rotten
14818,Screen Shot 2018-06-12 at 9.27.46 PM,Banana,Rotten
14819,rotated_by_15_Screen Shot 2018-06-12 at 9.13.16 PM,Banana,Rotten
14820,rotated_by_15_Screen Shot 2018-06-12 at 8.52.16 PM,Banana,Rotten
14821,rottenBanana (517),Banana,Rotten
14822,translation_Screen Shot 2018-06-12 at 8.56.21 PM,Banana,Rotten
14823,saltandpepper_Screen Shot 2018-06-12 at 9.11.27 PM,Banana,Rotten
14824,rotated_by_45_Screen Shot 2018-06-12 at 9.08.22 PM,Banana,Rotten
14825,rotated_by_60_Screen Shot 2018-06-12 at 9.11.52 PM,Banana,Rotten
14826,translation_Screen Shot 2018-06-12 at 9.13.34 PM,Banana,Rotten
14827,rotated_by_75_Screen Shot 2018-06-12 at 9.03.30 PM,Banana,Rotten
14828,rottenBanana (195),Banana,Rotten
14829,vertical_flip_Screen Shot 2018-06-12 at 9.27.22 PM,Banana,Rotten
14830,rotated_by_30_Screen Shot 2018-06-12 at 9.14.07 PM,Banana,Rotten
14831,Screen Shot 2018-06-12 at 9.09.09 PM,Banana,Rotten
14832,translation_Screen Shot 2018-06-12 at 8.58.18 PM,Banana,Rotten
14833,rottenBanana (282),Banana,Rotten
14834,translation_Screen Shot 2018-06-12 at 9.13.44 PM,Banana,Rotten
14835,rotated_by_75_Screen Shot 2018-06-12 at 9.06.21 PM,Banana,Rotten
14836,rottenBanana (39),Banana,Rotten
14837,translation_Screen Shot 2018-06-12 at 8.59.23 PM,Banana,Rotten
14838,translation_Screen Shot 2018-06-12 at 9.16.28 PM,Banana,Rotten
14839,rotated_by_45_Screen Shot 2018-06-12 at 9.27.46 PM,Banana,Rotten
14840,rotated_by_75_Screen Shot 2018-06-12 at 9.12.49 PM,Banana,Rotten
14841,rottenBanana (358),Banana,Rotten
14842,rottenBanana (317),Banana,Rotten
14843,rotated_by_30_Screen Shot 2018-06-12 at 9.19.17 PM,Banana,Rotten
14844,rotated_by_15_Screen Shot 2018-06-12 at 9.11.52 PM,Banana,Rotten
14845,rottenBanana (281),Banana,Rotten
14846,rotated_by_30_Screen Shot 2018-06-12 at 8.51.00 PM,Banana,Rotten
14847,rotated_by_15_Screen Shot 2018-06-12 at 8.54.48 PM,Banana,Rotten
14848,Screen Shot 2018-06-12 at 9.19.35 PM,Banana,Rotten
14849,translation_Screen Shot 2018-06-12 at 9.07.35 PM,Banana,Rotten
14850,rottenBanana (501),Banana,Rotten
14851,rotated_by_75_Screen Shot 2018-06-12 at 9.01.51 PM,Banana,Rotten
14852,vertical_flip_Screen Shot 2018-06-12 at 8.51.30 PM,Banana,Rotten
14853,rottenBanana (496),Banana,Rotten
14854,rotated_by_45_Screen Shot 2018-06-12 at 9.27.56 PM,Banana,Rotten
14855,rottenBanana (536),Banana,Rotten
14856,rotated_by_30_Screen Shot 2018-06-12 at 9.04.01 PM,Banana,Rotten
14857,translation_Screen Shot 2018-06-12 at 9.16.53 PM,Banana,Rotten
14858,rottenBanana (473),Banana,Rotten
14859,vertical_flip_Screen Shot 2018-06-12 at 9.25.04 PM,Banana,Rotten
14860,rotated_by_75_Screen Shot 2018-06-12 at 9.14.43 PM,Banana,Rotten
14861,rottenBanana (37),Banana,Rotten
14862,rotated_by_30_Screen Shot 2018-06-12 at 9.16.28 PM,Banana,Rotten
14863,translation_Screen Shot 2018-06-12 at 8.53.37 PM,Banana,Rotten
14864,rottenBanana (54),Banana,Rotten
14865,translation_Screen Shot 2018-06-12 at 9.11.35 PM,Banana,Rotten
14866,rotated_by_30_Screen Shot 2018-06-12 at 8.52.37 PM,Banana,Rotten
14867,translation_Screen Shot 2018-06-12 at 8.49.04 PM,Banana,Rotten
14868,rotated_by_75_Screen Shot 2018-06-12 at 9.13.34 PM,Banana,Rotten
14869,rottenBanana (123),Banana,Rotten
14870,rotated_by_60_Screen Shot 2018-06-12 at 9.05.52 PM,Banana,Rotten
14871,rotated_by_75_Screen Shot 2018-06-12 at 8.59.02 PM,Banana,Rotten
14872,rottenBanana (192),Banana,Rotten
14873,rotated_by_60_Screen Shot 2018-06-12 at 9.21.25 PM,Banana,Rotten
14874,rotated_by_30_Screen Shot 2018-06-12 at 8.53.54 PM,Banana,Rotten
14875,saltandpepper_Screen Shot 2018-06-12 at 9.23.10 PM,Banana,Rotten
14876,rottenBanana (238),Banana,Rotten
14877,rotated_by_15_Screen Shot 2018-06-12 at 9.10.32 PM,Banana,Rotten
14878,rotated_by_60_Screen Shot 2018-06-12 at 8.52.11 PM,Banana,Rotten
14879,vertical_flip_Screen Shot 2018-06-12 at 8.49.15 PM,Banana,Rotten
14880,saltandpepper_Screen Shot 2018-06-12 at 8.58.13 PM,Banana,Rotten
14881,rotated_by_15_Screen Shot 2018-06-12 at 9.07.46 PM,Banana,Rotten
14882,rotated_by_45_Screen Shot 2018-06-12 at 9.07.31 PM,Banana,Rotten
14883,saltandpepper_Screen Shot 2018-06-12 at 8.51.21 PM,Banana,Rotten
14884,rotated_by_45_Screen Shot 2018-06-12 at 9.02.38 PM,Banana,Rotten
14885,rottenBanana (440),Banana,Rotten
14886,rotated_by_45_Screen Shot 2018-06-12 at 9.14.22 PM,Banana,Rotten
14887,rottenBanana (518),Banana,Rotten
14888,rottenBanana (52),Banana,Rotten
14889,rottenBanana (505),Banana,Rotten
14890,rotated_by_45_Screen Shot 2018-06-12 at 9.20.47 PM,Banana,Rotten
14891,rottenBanana (489),Banana,Rotten
14892,rotated_by_45_Screen Shot 2018-06-12 at 9.17.57 PM,Banana,Rotten
14893,Screen Shot 2018-06-12 at 9.14.43 PM,Banana,Rotten
14894,translation_Screen Shot 2018-06-12 at 8.56.41 PM,Banana,Rotten
14895,vertical_flip_Screen Shot 2018-06-12 at 9.14.22 PM,Banana,Rotten
14896,translation_Screen Shot 2018-06-12 at 9.06.56 PM,Banana,Rotten
14897,rotated_by_60_Screen Shot 2018-06-12 at 8.55.35 PM,Banana,Rotten
14898,rotated_by_60_Screen Shot 2018-06-12 at 9.05.32 PM,Banana,Rotten
14899,rottenBanana (137),Banana,Rotten
14900,rottenBanana (58),Banana,Rotten
14901,vertical_flip_Screen Shot 2018-06-12 at 9.25.28 PM,Banana,Rotten
14902,rotated_by_15_Screen Shot 2018-06-12 at 9.26.13 PM,Banana,Rotten
14903,rotated_by_75_Screen Shot 2018-06-12 at 8.55.28 PM,Banana,Rotten
14904,translation_Screen Shot 2018-06-12 at 8.50.47 PM,Banana,Rotten
14905,saltandpepper_Screen Shot 2018-06-12 at 9.19.08 PM,Banana,Rotten
14906,rotated_by_60_Screen Shot 2018-06-12 at 9.21.10 PM,Banana,Rotten
14907,rottenBanana (151),Banana,Rotten
14908,rottenBanana (25),Banana,Rotten
14909,rottenBanana (84),Banana,Rotten
14910,rotated_by_45_Screen Shot 2018-06-12 at 9.11.58 PM,Banana,Rotten
14911,translation_Screen Shot 2018-06-12 at 9.17.44 PM,Banana,Rotten
14912,rotated_by_15_Screen Shot 2018-06-12 at 9.23.15 PM,Banana,Rotten
14913,rotated_by_30_Screen Shot 2018-06-12 at 8.49.41 PM,Banana,Rotten
14914,rottenBanana (14),Banana,Rotten
14915,rottenBanana (446),Banana,Rotten
14916,rottenBanana (249),Banana,Rotten
14917,rotated_by_30_Screen Shot 2018-06-12 at 9.10.41 PM,Banana,Rotten
14918,saltandpepper_Screen Shot 2018-06-12 at 9.08.59 PM,Banana,Rotten
14919,rotated_by_75_Screen Shot 2018-06-12 at 8.52.42 PM,Banana,Rotten
14920,rotated_by_75_Screen Shot 2018-06-12 at 9.05.43 PM,Banana,Rotten
14921,saltandpepper_Screen Shot 2018-06-12 at 9.11.52 PM,Banana,Rotten
14922,vertical_flip_Screen Shot 2018-06-12 at 9.10.37 PM,Banana,Rotten
14923,saltandpepper_Screen Shot 2018-06-12 at 9.03.21 PM,Banana,Rotten
14924,rotated_by_60_Screen Shot 2018-06-12 at 9.08.43 PM,Banana,Rotten
14925,rotated_by_30_Screen Shot 2018-06-12 at 8.52.42 PM,Banana,Rotten
14926,rotated_by_75_Screen Shot 2018-06-12 at 9.21.25 PM,Banana,Rotten
14927,rotated_by_75_Screen Shot 2018-06-12 at 8.48.18 PM,Banana,Rotten
14928,vertical_flip_Screen Shot 2018-06-12 at 9.18.50 PM,Banana,Rotten
14929,rotated_by_15_Screen Shot 2018-06-12 at 8.47.57 PM,Banana,Rotten
14930,Screen Shot 2018-06-12 at 9.22.19 PM,Banana,Rotten
14931,rotated_by_75_Screen Shot 2018-06-12 at 9.07.19 PM,Banana,Rotten
14932,rottenBanana (88),Banana,Rotten
14933,vertical_flip_Screen Shot 2018-06-12 at 9.25.09 PM,Banana,Rotten
14934,rotated_by_60_Screen Shot 2018-06-12 at 9.11.47 PM,Banana,Rotten
14935,rotated_by_60_Screen Shot 2018-06-12 at 9.14.13 PM,Banana,Rotten
14936,rottenBanana (136),Banana,Rotten
14937,translation_Screen Shot 2018-06-12 at 9.19.03 PM,Banana,Rotten
14938,Screen Shot 2018-06-12 at 9.22.25 PM,Banana,Rotten
